読み	方言	標準語	標準語の読み	地域
けたくる	けたくる	【けとばす】	けとばす	熊本県
ごすとおき	ごすとおき	【がばっと起き上がる】	がばっとおきあがる	熊本県
こずむ	こずむ	【積み上げる】	つみあげる	熊本県
こそばいか	こそばいか	【くすぐったい】	くすぐったい	熊本県
ごたる	ごたる	【〜のようだ】	〜のようだ	熊本県
さばくる	さばくる	【仕事が早く片付く】	しごとがはやくかたづく	熊本県
さるく	さるく	【歩きまわる】	あるきまわる	熊本県
しこる	しこる	【いばる】	いばる	熊本県
しちゃくゎちゃ	しちゃくゎちゃ	【滅茶苦茶】	めちゃくちゃ	熊本県
じゃまくる	じゃまくる	【じゃまをする】	じゃまをする	熊本県
しゃんむり	しゃんむり	【無理矢理】	むりやり	熊本県
すずるる	すずるる	【水などが溢れる】	みずなどがあふれる	熊本県
すたむる	すたむる	【水滴を切る】	すいてきをきる	熊本県
すびく	すびく	【寒さが手足にしみわたる】	さむさがてあしにしみわたる	熊本県
ずんだれ	ずんだれ	【だらしのないこと】	だらしのないこと	熊本県
せく	せく	【戸障子などを閉める】	としょうじなどをしめる	熊本県
せっこむ	せっこむ	【あわてる】	あわてる	熊本県
たぎる	たぎる	【熱くなる】	あつくなる	熊本県
つがる	つがる	【つながる】	つながる	熊本県
つっこくる	つっこくる	【転ぶ】	ころぶ	熊本県
つっぽぐる	つっぽぐる	【穴があく】	あながあく	熊本県
てれえっと	てれえっと	【ぼんやりと】	ぼんやりと	熊本県
どぎゃん	どぎゃん	【どんなに】	どんなに	熊本県
とぎる	とぎる	【とがらせる】	とがらせる	熊本県
なおす	なおす	【しまい込む】	しまいこむ	熊本県
なわる	なわる	【場所を変える】	ばしょをかえる	熊本県
なんぎゃる	なんぎゃる	【放り出す】	ほうりだす	熊本県
ぬかる	ぬかる	【突き刺さる】	つきささる	熊本県
ねずむ	ねずむ	【つねる】	つねる	熊本県
ねたわす・ねんた・ねるる	ねたわす・ねんた・ねるる	【病気になる・寝込む】	びょうきになる・ねこむ	熊本県
ねまる	ねまる	【食物が腐る・物事が進展しない】	たべものがくさる・ものごとがしんてんしない	熊本県
ねんかかる	ねんかかる	【寄りかかる・もたれかかる】	よりかかる・もたれかかる	熊本県
のさる	のさる	【恵まれる】	めぐまれる	熊本県
ばかう	ばかう	【奪い合う】	うばいあう	熊本県
ばちかやす	ばちかやす	【ひっくり返す】	ひっくりかえす	熊本県
はちくる	はちくる	【どんどんやってくる】	どんどんやってくる	熊本県
はってく	はってく	【行ってしまう】	いってしまう	熊本県
はつる	はつる	【叩くこと】	たたくこと	熊本県
ひだるか	ひだるか	【ひもじい・空腹だ】	ひもじい・くうふくだ	熊本県
びっしゃぐ	びっしゃぐ	【押しつぶす】	おしつぶす	熊本県
ひっとだす	ひっとだす	【思わず出す・ひょいと出す】	おもわずだす・ひょいとだす	熊本県
ひょくっと	ひょくっと	【ひょっこりと】	ひょっこりと	熊本県
むかる	むかる	【しかける・抵抗する・立ち向かう】	しかける・ていこうする・たちむかう	熊本県
ようなる	ようなる	【よくなる】	よくなる	熊本県
あねじょ	あねじょ	【お姉さん】	おねえさん	熊本県
あんじゃもん	あんじゃもん	【お兄さん】	おにいさん	熊本県
おどん	おどん	【わたし】	わたし	熊本県
おどんな	おどんな	【わたしは】	わたしは	熊本県
からいも	からいも	【さつまいも】	さつまいも	熊本県
がらっぱ	がらっぱ	【かっぱ】	かっぱ	熊本県
くちなわ	くちなわ	【蛇】	へび	熊本県
しりべた・じご	しりべた・じご	【お尻】	おしり	熊本県
なば	なば	【きのこ】	きのこ	熊本県
にいじん	にいじん	【にんじん】	にんじん	熊本県
べーろ	べーろ	【舌】	した	熊本県
ぼうぶら	ぼうぶら	【南瓜】	かぼちゃ	熊本県
めご	めご	【かご】	かご	熊本県
わっどん	わっどん	【おまえたち】	おまえたち	熊本県
わりげ	わりげ	【おまえの家】	おまえのいえ	熊本県
あからん	あからん	【明るくならない】	あかるくならない	熊本県
あぎゃしこ	あぎゃしこ	【あれだけ】	あれだけ	熊本県
あくしゃうつ	あくしゃうつ	【ほとほと困り果てる】	ほとほとこまりはてる	熊本県
あこなる	あこなる	【赤くなる】	あかくなる	熊本県
あたじゃ	あたじゃ	【急に】	きゅうに	熊本県
あとぜき	あとぜき	【戸を閉めること】	とをしめること	熊本県
あばかん	あばかん	【たくさん】	たくさん	熊本県
あゆる	あゆる	【汚れが落ちる】	よごれがおちる	熊本県
あらくたましか	あらくたましか	【荒々しい】	あらあらしい	熊本県
いさぎー	いさぎー	【大変】	たいへん	熊本県
いっちょくよー	いっちょくよー	【置いていくよ】	おいていくよ	熊本県
いっちょん	いっちょん	【少しも】	すこしも	熊本県
いひゅーもん	いひゅーもん	【風変わり者】	ふうがわりもの	熊本県
いみってくる	いみってくる	【水があふれ出てくる】	みずがあふれでてくる	熊本県
うーちゃっか	うーちゃっか	【ずるい】	ずるい	熊本県
うーばんぎゃ	うーばんぎゃ	【大ざっぱだ】	おおざっぱだ	熊本県
うしすぅる	うしすぅる	【捨てる】	すてる	熊本県
うしてる	うしてる	【放り出す】	ほうりだす	熊本県
うすとれー	うすとれー	【てれくさい】	てれくさい	熊本県
うすとろかぁ	うすとろかぁ	【動作がにぶい】	どうさがにぶい	熊本県
うったまがる	うったまがる	【非常に驚く】	ひじょうにおどろく	熊本県
うっちょく	うっちょく	【置き去りにする】	おきざりにする	熊本県
うっぱめる	うっぱめる	【はめる】	はめる	熊本県
うんぶくるる	うんぶくるる	【おぼれる】	おぼれる	熊本県
うんべた	うんべた	【海辺】	うみべ	熊本県
あいそんこそもなか	あいそんこそもなか	【愛想がない・そっけない・可愛げがない】	あいそがない・そっけない・かわいげがない	熊本県
あくしゃうつ	あくしゃうつ	【困る】	こまる	熊本県
あど	あど	【かかと】	かかと	熊本県
あんじゃひと	あんじゃひと	【お兄さん】	おにいさん	熊本県
あんぽんたん	あんぽんたん	【バカ】	ばか	熊本県
いひゅうもん	いひゅうもん	【変わり者】	かわりもの	熊本県
うすとろか	うすとろか	【恥ずかしい】	はずかしい	熊本県
おっちょ	おっちょ	【オス】	おす	熊本県
おっどん	おっどん	【わたしたち・おれたち】	わたしたち・おれたち	熊本県
おどんげ	おどんげ	【わたしの家】	わたしのいえ	熊本県
おめっとーござるま	おめっとーござるま	【おめでとう】	おめでとう	熊本県
がまだす	がまだす	【がんばる】	がんばる	熊本県
がんば	がんば	【頭・顔】	あたま・かお	熊本県
こすか	こすか	【ずるい】	ずるい	熊本県
こすたくりん	こすたくりん	【けちん坊】	けちんぼう	熊本県
しーとっ	しーとっ	【好きだ・好いている】	すきだ・すいている	熊本県
しこる	しこる	【気取る】	きどる	熊本県
すーすーすー	すーすーすー	【肌寒い・スースーする】	はださむい・すーすーする	熊本県
せからしか	せからしか	【やかましい・うるさい・わずらわしい】	やかましい・うるさい・わずらわしい	熊本県
とぜんなか	とぜんなか	【さびしい】	さびしい	熊本県
なえた	なえた	【疲れた】	つかれた	熊本県
のさん	のさん	【おっくうだ・気が重い】	おっくうだ・きがおもい	熊本県
ひだるか	ひだるか	【空腹で疲れた】	くうふくでつかれた	熊本県
むしゃんよか	むしゃんよか	【かっこいい】	かっこいい	熊本県
むじょか	むじょか	【かわいらしい】	かわいらしい	熊本県
もっこす	もっこす	【頑固者】	がんこもの	熊本県
よかですばい	よかですばい	【いいですよ】	いいですよ	熊本県
よめご	よめご	【お嫁さん】	およめさん	熊本県
わさもん	わさもん	【新しもの好き・流行に敏感な人】	あたらしものずき・りゅうこうにびんなひと	熊本県
かしわ	かしわ	【鶏肉】	とりにく	大阪
いね	往ね	【帰れ】	かえれ	大阪
おはようさん	おはようさん	【おはよう】	おはよう	京都
こんにちは	こんにちは	【こんにちは】	こんにちは	京都
こんばんは	こんばんは	【こんばんは】	こんばんは	京都
いってさんじます	行って参じます	【行ってきます】	いってきます	京都
おはようおかえり	おはようおかえり	【気をつけて行ってらっしゃい】	きをつけていってらっしゃい	京都
きいつけて	気いつけて	【気をつけて】	きをつけて	京都
はようかえっといで	早う帰っといで	【早く帰っておいで】	はやくかえっておいで	京都
おやかまっさんどした	おやかまっさんどした	【お邪魔しました】	おじゃましました	京都
いただきます	いただきます	【いただきます】	いただきます	京都
ごっつぉはんどした	ごっつぉはんどした	【ごちそうさまでした】	ごちそうさまでした	京都
よろしゅうおあがり	よろしゅうおあがり	【お粗末さまでした】	おそまつさまでした	京都
はばかりさんどす	はばかりさんどす	【お疲れさまです】	おつかれさまです	京都
これ、ざんないものどすけど	これ、ざんないものどすけど	【つまらないものですが】	つまらないものですが	京都
おおきに	おおきに	【ありがとう】	ありがとう	京都
ほな、また	ほな、また	【では、また】	では、また	京都
ぶぶづけでもどうどす	ぶぶ漬けでもどうどす	【そろそろお帰りください】	そろそろおかえりください	京都
